ID,Year,State,Crop_Type,Rainfall (mm),Soil_Type,Irrigation_Area (ha),Crop_Yield (kg/ha)
8319,2006,Punjab,Bajra,314,Loamy,52,2277
8320,2003,Punjab,Rice,938,Loamy,109,3129
8321,2012,Punjab,Bajra,452,Loamy,67,2646
8322,2016,Punjab,Bajra,334,Loamy,85,2180
8323,2002,Punjab,Wheat,571,Loamy,103,3909
8324,2017,Punjab,Wheat,663,Alluvial,178,3375
8325,2009,Punjab,Wheat,683,Loamy,103,3242
8326,2004,Punjab,Bajra,367,Loamy,85,2541
8327,2014,Punjab,Bajra,340,Alluvial,52,2302
8328,2013,Punjab,Bajra,554,Loamy,60,2390
8329,2013,Punjab,Rice,925,Loamy,114,2845
8330,2019,Punjab,Wheat,519,Alluvial,105,2821
8331,2004,Punjab,Bajra,429,Loamy,84,2400
8332,2007,Punjab,Bajra,351,Loamy,92,2970
8333,2014,Punjab,Bajra,580,Loamy,96,2048
8334,2010,Punjab,Wheat,501,Loamy,138,3228
8335,2011,Punjab,Bajra,342,Alluvial,65,2096
8336,2016,Punjab,Bajra,328,Loamy,54,2468
8337,2008,Punjab,Bajra,475,Loamy,79,2707
8338,2012,Punjab,Rice,841,Alluvial,173,3104
8339,2012,Punjab,Rice,836,Loamy,143,3296
8340,2000,Punjab,Wheat,537,Loamy,150,3939
8341,2018,Punjab,Bajra,302,Alluvial,85,1824
8342,2012,Punjab,Wheat,449,Alluvial,108,2778
8343,2014,Punjab,Bajra,535,Loamy,97,2758
8344,2001,Punjab,Bajra,566,Loamy,86,2110
8345,2010,Punjab,Rice,894,Loamy,173,3165
8346,2013,Punjab,Rice,871,Alluvial,113,3146
8347,2011,Punjab,Wheat,608,Loamy,136,3281
8348,2010,Punjab,Rice,859,Alluvial,104,3136
8349,2013,Punjab,Wheat,495,Loamy,157,3976
8350,2001,Punjab,Rice,809,Loamy,176,3259
8351,2008,Punjab,Bajra,576,Alluvial,81,2083
8352,2017,Punjab,Rice,876,Loamy,170,3249
8353,2009,Punjab,Rice,910,Loamy,129,2917
8354,2005,Punjab,Rice,823,Alluvial,162,3033
8355,2011,Punjab,Bajra,510,Loamy,63,2469
8356,2013,Punjab,Bajra,522,Alluvial,92,2108
8357,2020,Punjab,Bajra,515,Alluvial,67,2463
8358,2010,Punjab,Wheat,408,Alluvial,170,3401
8359,2003,Punjab,Bajra,342,Alluvial,84,2003
8360,2005,Punjab,Wheat,587,Loamy,113,3668
8361,2012,Punjab,Rice,864,Loamy,153,3133
8362,2002,Punjab,Rice,896,Loamy,121,2911
8363,2013,Punjab,Bajra,363,Alluvial,68,2042
8364,2008,Punjab,Bajra,427,Loamy,67,2456
8365,2007,Punjab,Wheat,501,Loamy,152,3289
8366,2007,Punjab,Rice,834,Alluvial,162,3049
8367,2004,Punjab,Bajra,596,Loamy,88,2857
8368,2013,Punjab,Wheat,690,Alluvial,110,3216
8369,2009,Punjab,Wheat,579,Alluvial,130,2863
8370,2016,Punjab,Rice,976,Loamy,177,3152
8371,2005,Punjab,Wheat,467,Loamy,146,3043
8372,2000,Punjab,Bajra,447,Loamy,57,2136
8373,2015,Punjab,Rice,841,Loamy,144,3355
8374,2001,Punjab,Bajra,442,Loamy,96,2895
8375,2004,Punjab,Bajra,464,Loamy,100,2489
8376,2006,Punjab,Wheat,579,Alluvial,128,3116
8377,2000,Punjab,Rice,957,Loamy,142,2956
8378,2008,Punjab,Rice,800,Loamy,161,2996
8379,2001,Punjab,Bajra,303,Loamy,56,2888
8380,2018,Punjab,Rice,835,Loamy,178,3382
8381,2013,Punjab,Wheat,430,Loamy,149,3326
8382,2019,Punjab,Bajra,342,Loamy,61,2260
8383,2009,Punjab,Rice,947,Alluvial,103,2960
8384,2007,Punjab,Bajra,571,Loamy,56,2561
8385,2005,Punjab,Bajra,351,Loamy,98,2794
8386,2009,Punjab,Bajra,563,Loamy,86,2358
8387,2014,Punjab,Rice,973,Loamy,103,3160
8388,2019,Punjab,Bajra,311,Loamy,85,2921
8389,2005,Punjab,Rice,926,Loamy,155,3299
8390,2019,Punjab,Rice,864,Loamy,141,2891
8391,2000,Punjab,Bajra,336,Loamy,94,2707
8392,2016,Punjab,Wheat,586,Loamy,167,3182
8393,2016,Punjab,Rice,978,Loamy,114,2913
8394,2014,Punjab,Rice,899,Loamy,132,2993
8395,2020,Punjab,Bajra,382,Loamy,79,2529
8396,2009,Punjab,Rice,993,Loamy,167,3446
8397,2005,Punjab,Wheat,415,Loamy,127,3105
8398,2017,Punjab,Rice,932,Alluvial,118,3136
8399,2015,Punjab,Rice,833,Loamy,151,3076
8400,2014,Punjab,Bajra,578,Loamy,78,2753
8401,2009,Punjab,Rice,885,Loamy,129,2978
8402,2020,Punjab,Bajra,423,Loamy,52,2200
8403,2007,Punjab,Bajra,528,Loamy,63,2790
8404,2004,Punjab,Rice,958,Alluvial,150,2743
8405,2010,Punjab,Rice,867,Loamy,163,2990
8406,2020,Punjab,Rice,829,Loamy,169,2877
8407,2004,Punjab,Bajra,316,Alluvial,63,2316
8408,2001,Punjab,Rice,972,Loamy,101,3473
8409,2020,Punjab,Wheat,482,Alluvial,108,3380
8410,2009,Punjab,Bajra,403,Loamy,76,2411
8411,2010,Punjab,Rice,899,Alluvial,150,3065
8412,2018,Punjab,Bajra,531,Loamy,68,2385
8413,2000,Punjab,Rice,846,Loamy,142,3092
8414,2014,Punjab,Rice,856,Loamy,116,3292
8415,2017,Punjab,Bajra,321,Loamy,54,2859
8416,2007,Punjab,Rice,991,Loamy,148,2963
8417,2003,Punjab,Bajra,466,Alluvial,88,2023
8418,2003,Punjab,Wheat,556,Loamy,159,3436
8419,2018,Punjab,Rice,812,Alluvial,111,2741
8420,2016,Punjab,Bajra,573,Loamy,79,2668
8421,2020,Punjab,Bajra,553,Loamy,83,2509
8422,2001,Punjab,Rice,930,Loamy,161,3179
8423,2017,Punjab,Wheat,514,Alluvial,104,3241
8424,2015,Punjab,Rice,826,Loamy,141,3345
8425,2005,Punjab,Bajra,480,Loamy,71,2965
8426,2020,Punjab,Bajra,307,Loamy,91,2894
8427,2006,Punjab,Rice,908,Alluvial,160,2911
8428,2000,Punjab,Bajra,567,Loamy,94,2685
8429,2001,Punjab,Bajra,454,Loamy,76,2690
8430,2014,Punjab,Wheat,479,Alluvial,127,3244
8431,2013,Punjab,Rice,856,Loamy,135,3494
8432,2018,Punjab,Bajra,570,Alluvial,96,2353
8433,2007,Punjab,Bajra,498,Loamy,96,2871
8434,2001,Punjab,Bajra,456,Loamy,65,2904
8435,2017,Punjab,Wheat,420,Loamy,138,3018
8436,2005,Punjab,Wheat,616,Loamy,160,3615
8437,2005,Punjab,Rice,958,Loamy,155,2966
8438,2017,Punjab,Bajra,312,Alluvial,53,1820
8439,2016,Punjab,Rice,875,Alluvial,105,2528
8440,2012,Punjab,Bajra,414,Loamy,74,2848
8441,2004,Punjab,Wheat,532,Alluvial,121,3188
8442,2012,Punjab,Bajra,462,Loamy,58,2301
8443,2020,Punjab,Bajra,416,Loamy,62,2486
8444,2005,Punjab,Wheat,526,Loamy,132,3370
8445,2002,Punjab,Rice,978,Loamy,117,2841
8446,2000,Punjab,Rice,804,Loamy,174,3265
8447,2013,Punjab,Wheat,529,Loamy,143,3004
8448,2003,Punjab,Wheat,645,Alluvial,162,2972
8449,2017,Punjab,Rice,914,Loamy,178,3252
8450,2002,Punjab,Rice,975,Loamy,113,3157
8451,2019,Punjab,Rice,914,Loamy,180,3352
8452,2018,Punjab,Bajra,469,Alluvial,54,2584
8453,2014,Punjab,Bajra,404,Loamy,74,2762
8454,2018,Punjab,Bajra,570,Alluvial,72,1997
8455,2020,Punjab,Wheat,629,Alluvial,166,3434
8456,2010,Punjab,Wheat,530,Loamy,107,3893
8457,2011,Punjab,Wheat,572,Alluvial,113,3177
8458,2000,Punjab,Rice,934,Loamy,170,3220
8459,2017,Punjab,Rice,982,Loamy,108,3329
8460,2009,Punjab,Bajra,523,Alluvial,99,2622
8461,2018,Punjab,Bajra,553,Loamy,77,2250
8462,2007,Punjab,Rice,883,Loamy,138,3041
8463,2006,Punjab,Wheat,459,Alluvial,165,2891
8464,2004,Punjab,Wheat,554,Loamy,107,3359
8465,2007,Punjab,Rice,956,Loamy,146,2917
8466,2003,Punjab,Wheat,407,Loamy,158,3303
8467,2017,Punjab,Bajra,549,Loamy,92,2739
8468,2017,Punjab,Rice,921,Alluvial,150,3164
8469,2010,Punjab,Rice,890,Loamy,129,3339
8470,2011,Punjab,Wheat,632,Loamy,128,3976
8471,2015,Punjab,Bajra,317,Loamy,67,2911
8472,2012,Punjab,Wheat,653,Alluvial,106,3479
8473,2008,Punjab,Bajra,569,Loamy,90,2092
8474,2020,Punjab,Wheat,453,Loamy,130,3411
8475,2018,Punjab,Bajra,371,Loamy,68,2256
8476,2003,Punjab,Bajra,493,Loamy,78,2421
8477,2000,Punjab,Rice,850,Loamy,150,2892
8478,2020,Punjab,Rice,914,Alluvial,107,3014
8479,2020,Punjab,Bajra,587,Loamy,79,2945
8480,2008,Punjab,Rice,937,Alluvial,179,2683
8481,2017,Punjab,Wheat,599,Alluvial,179,2819
8482,2019,Punjab,Bajra,475,Alluvial,59,2692
8483,2008,Punjab,Bajra,312,Loamy,91,2742
8484,2006,Punjab,Bajra,467,Loamy,60,2828
8485,2002,Punjab,Rice,823,Alluvial,140,2580
8486,2016,Punjab,Rice,860,Loamy,150,3048
8487,2007,Punjab,Bajra,456,Loamy,85,2870
8488,2012,Punjab,Wheat,450,Alluvial,164,3415
8489,2009,Punjab,Bajra,392,Loamy,65,2263
8490,2005,Punjab,Wheat,447,Alluvial,143,2744
8491,2019,Punjab,Rice,801,Alluvial,128,2708
8492,2006,Punjab,Wheat,475,Alluvial,141,2809
8493,2019,Punjab,Wheat,620,Loamy,167,3821
8494,2004,Punjab,Rice,951,Alluvial,133,2645
8495,2004,Punjab,Wheat,591,Loamy,110,3954
8496,2008,Punjab,Bajra,380,Alluvial,70,2453
8497,2005,Punjab,Rice,861,Loamy,162,2928
8498,2015,Punjab,Bajra,405,Loamy,89,2958
8499,2007,Punjab,Rice,861,Loamy,176,3053
8500,2018,Punjab,Bajra,533,Loamy,68,2394
8501,2015,Punjab,Wheat,491,Loamy,156,3008
8502,2006,Punjab,Wheat,529,Loamy,160,3541
8503,2009,Punjab,Bajra,407,Loamy,62,2753
8504,2015,Punjab,Wheat,681,Loamy,109,3741
8505,2001,Punjab,Wheat,463,Alluvial,170,3292
8506,2011,Punjab,Rice,801,Loamy,131,3165
8507,2019,Punjab,Wheat,633,Alluvial,122,2785
8508,2002,Punjab,Rice,823,Loamy,126,2999
8509,2007,Punjab,Rice,860,Loamy,126,3087
8510,2009,Punjab,Bajra,343,Loamy,66,2670
8511,2016,Punjab,Rice,853,Alluvial,126,2559
8512,2016,Punjab,Bajra,541,Loamy,65,2283
8513,2002,Punjab,Rice,930,Alluvial,142,2773
8514,2012,Punjab,Wheat,432,Loamy,128,3173
8515,2008,Punjab,Wheat,663,Alluvial,112,3228
8516,2010,Punjab,Rice,937,Loamy,118,3487
8517,2004,Punjab,Bajra,486,Loamy,81,2207
8518,2009,Punjab,Rice,853,Alluvial,113,2888
8519,2003,Punjab,Rice,842,Alluvial,138,2994
8520,2005,Punjab,Wheat,698,Alluvial,118,3235
8521,2009,Punjab,Bajra,513,Alluvial,74,1957
8522,2018,Punjab,Wheat,534,Loamy,165,3951
8523,2020,Punjab,Rice,817,Loamy,141,3197
8524,2007,Punjab,Rice,924,Alluvial,113,2622
8525,2000,Punjab,Rice,936,Loamy,140,3375
8526,2013,Punjab,Bajra,599,Loamy,61,2951
8527,2007,Punjab,Bajra,556,Loamy,95,2064
8528,2016,Punjab,Rice,953,Alluvial,124,2990
8529,2015,Punjab,Rice,894,Loamy,157,2862
8530,2017,Punjab,Wheat,555,Alluvial,175,2748
8531,2005,Punjab,Wheat,569,Loamy,177,3226
8532,2006,Punjab,Wheat,655,Loamy,167,3976
8533,2002,Punjab,Rice,834,Loamy,153,3035
8534,2003,Punjab,Bajra,327,Loamy,96,2000
8535,2014,Punjab,Wheat,560,Alluvial,119,2882
8536,2009,Punjab,Rice,820,Loamy,130,3127
8537,2010,Punjab,Wheat,413,Loamy,101,3696
8538,2006,Punjab,Wheat,556,Loamy,135,3430
8539,2006,Punjab,Rice,954,Loamy,106,3395
8540,2017,Punjab,Bajra,325,Alluvial,62,2224
8541,2009,Punjab,Rice,878,Loamy,110,2935
8542,2002,Punjab,Bajra,445,Loamy,77,2930
8543,2008,Punjab,Rice,951,Alluvial,110,2786
8544,2003,Punjab,Rice,937,Loamy,155,3233
8545,2009,Punjab,Bajra,455,Loamy,97,2164
8546,2010,Punjab,Rice,830,Loamy,164,2814
8547,2004,Punjab,Wheat,418,Loamy,150,3488
8548,2003,Punjab,Rice,956,Loamy,174,3103
8549,2011,Punjab,Bajra,485,Loamy,64,2486
8550,2005,Punjab,Wheat,606,Loamy,100,3349
8551,2014,Punjab,Wheat,555,Loamy,150,3654
8552,2014,Punjab,Wheat,676,Alluvial,117,2702
8553,2007,Punjab,Wheat,577,Loamy,127,3672
8554,2009,Punjab,Wheat,508,Loamy,149,3908
8555,2006,Punjab,Wheat,668,Alluvial,172,2713
8556,2006,Punjab,Rice,991,Loamy,174,3007
8557,2019,Punjab,Bajra,581,Loamy,69,2502
8558,2014,Punjab,Rice,1000,Loamy,121,3255
8559,2003,Punjab,Wheat,610,Alluvial,122,2892
8560,2001,Punjab,Wheat,483,Alluvial,159,2787
8561,2005,Punjab,Wheat,579,Loamy,145,3710
8562,2009,Punjab,Rice,859,Alluvial,106,2661
8563,2000,Punjab,Bajra,404,Loamy,82,2629
8564,2010,Punjab,Rice,940,Alluvial,120,2714
8565,2014,Punjab,Bajra,420,Alluvial,93,2361
8566,2015,Punjab,Wheat,628,Loamy,132,3855
8567,2009,Punjab,Rice,999,Loamy,119,3451
8568,2002,Punjab,Wheat,446,Loamy,139,3383
8569,2009,Punjab,Bajra,567,Loamy,89,2753
8570,2001,Punjab,Bajra,599,Loamy,59,2488
8571,2006,Punjab,Wheat,687,Loamy,157,3549
8572,2007,Punjab,Wheat,611,Loamy,145,3624
8573,2004,Punjab,Rice,817,Alluvial,105,3079
8574,2003,Punjab,Rice,965,Loamy,171,3190
8575,2012,Punjab,Bajra,302,Loamy,64,2316
8576,2011,Punjab,Wheat,641,Loamy,113,3269
8577,2004,Punjab,Wheat,600,Loamy,114,3730
8578,2014,Punjab,Rice,874,Loamy,138,3132
8579,2020,Punjab,Rice,956,Alluvial,180,3079
8580,2005,Punjab,Bajra,502,Loamy,88,2798
8581,2012,Punjab,Wheat,558,Loamy,178,3744
8582,2010,Punjab,Rice,924,Loamy,143,2927
8583,2004,Punjab,Bajra,369,Alluvial,67,2468
8584,2006,Punjab,Bajra,479,Loamy,79,2789
8585,2004,Punjab,Bajra,387,Loamy,83,2310
8586,2005,Punjab,Rice,846,Loamy,128,3473
8587,2017,Punjab,Wheat,600,Alluvial,115,3292
8588,2008,Punjab,Rice,894,Loamy,107,3109
8589,2008,Punjab,Rice,979,Alluvial,170,2891
8590,2003,Punjab,Wheat,633,Loamy,145,3845
8591,2001,Punjab,Bajra,564,Loamy,95,2593
8592,2003,Punjab,Wheat,679,Loamy,111,3959
8593,2008,Punjab,Rice,917,Alluvial,134,2987
8594,2000,Punjab,Bajra,545,Loamy,91,2467
8595,2004,Punjab,Wheat,683,Loamy,162,3146
8596,2011,Punjab,Rice,994,Alluvial,144,2570
8597,2000,Punjab,Bajra,399,Loamy,78,2819
8598,2001,Punjab,Rice,986,Alluvial,168,3104
8599,2012,Punjab,Rice,905,Alluvial,174,2719
8600,2013,Punjab,Bajra,536,Loamy,55,2122
8601,2014,Punjab,Wheat,521,Loamy,173,3845
8602,2017,Punjab,Rice,800,Loamy,132,3250
8603,2012,Punjab,Rice,844,Loamy,143,3430
8604,2015,Punjab,Wheat,423,Loamy,132,3416
8605,2019,Punjab,Bajra,402,Loamy,66,2430
8606,2000,Punjab,Bajra,303,Loamy,61,2654
8607,2010,Punjab,Rice,947,Loamy,137,2938
8608,2011,Punjab,Bajra,453,Loamy,56,2475
8609,2001,Punjab,Rice,851,Loamy,144,3489
8610,2015,Punjab,Bajra,436,Alluvial,63,1987
8611,2010,Punjab,Wheat,404,Loamy,138,3089
8612,2011,Punjab,Wheat,481,Loamy,111,3311
8613,2000,Punjab,Rice,873,Loamy,165,3371
8614,2019,Punjab,Wheat,607,Loamy,112,3985
8615,2018,Punjab,Bajra,432,Loamy,82,2923
8616,2012,Punjab,Bajra,420,Loamy,80,2119
8617,2002,Punjab,Rice,881,Alluvial,174,3037
8618,2008,Punjab,Bajra,580,Alluvial,52,1891
8619,2011,Punjab,Rice,826,Alluvial,145,2883
8620,2014,Punjab,Wheat,586,Alluvial,152,3208
8621,2008,Punjab,Rice,856,Loamy,159,2851
8622,2002,Punjab,Rice,903,Loamy,153,3142
8623,2005,Punjab,Rice,864,Alluvial,131,2987
8624,2006,Punjab,Wheat,539,Loamy,150,3997
8625,2009,Punjab,Rice,896,Loamy,114,3415
8626,2002,Punjab,Bajra,488,Alluvial,92,2030
8627,2003,Punjab,Wheat,628,Loamy,159,3543
8628,2009,Punjab,Rice,915,Alluvial,167,2837
8629,2016,Punjab,Rice,965,Loamy,157,3280
8630,2017,Punjab,Bajra,373,Loamy,93,2394
8631,2008,Punjab,Bajra,578,Loamy,74,2716
8632,2020,Punjab,Rice,982,Loamy,130,3329
8633,2011,Punjab,Bajra,582,Loamy,50,2964
8634,2001,Punjab,Bajra,539,Loamy,100,2579
8635,2001,Punjab,Wheat,648,Loamy,140,3693
8636,2002,Punjab,Wheat,444,Alluvial,100,3239
8637,2000,Punjab,Wheat,630,Loamy,148,3123
8638,2019,Punjab,Rice,822,Loamy,104,3244
8639,2010,Punjab,Rice,867,Loamy,103,3121
8640,2010,Punjab,Wheat,433,Alluvial,142,3413
8641,2020,Punjab,Wheat,424,Loamy,141,3593
8642,2008,Punjab,Bajra,422,Loamy,73,2902
8643,2020,Punjab,Bajra,390,Loamy,97,2492
8644,2004,Punjab,Bajra,371,Loamy,69,2648
8645,2004,Punjab,Wheat,434,Loamy,158,3223
8646,2008,Punjab,Wheat,444,Loamy,125,3469
8647,2002,Punjab,Bajra,404,Alluvial,77,2059
8648,2015,Punjab,Wheat,561,Alluvial,160,3278
8649,2016,Punjab,Rice,944,Alluvial,180,2523
8650,2017,Punjab,Rice,891,Alluvial,157,2716
8651,2007,Punjab,Wheat,613,Loamy,104,3062
8652,2016,Punjab,Bajra,538,Loamy,100,2120
8653,2008,Punjab,Wheat,579,Loamy,150,3669
8654,2006,Punjab,Wheat,664,Loamy,102,3464
8655,2005,Punjab,Wheat,663,Loamy,114,3010
8656,2011,Punjab,Wheat,673,Alluvial,142,3409
8657,2014,Punjab,Rice,905,Loamy,180,3208
8658,2010,Punjab,Rice,815,Loamy,121,2830
8659,2013,Punjab,Bajra,470,Loamy,70,2100
8660,2006,Punjab,Wheat,458,Loamy,152,3966
8661,2005,Punjab,Rice,990,Loamy,101,3167
8662,2004,Punjab,Bajra,452,Loamy,93,2504
8663,2003,Punjab,Rice,969,Loamy,135,3103
8664,2019,Punjab,Bajra,436,Alluvial,67,2271
8665,2020,Punjab,Rice,995,Loamy,176,2802
8666,2009,Punjab,Wheat,523,Loamy,136,3025
8667,2005,Punjab,Rice,964,Loamy,116,3195
8668,2013,Punjab,Rice,993,Loamy,134,3389
8669,2002,Punjab,Rice,865,Loamy,128,3344
8670,2010,Punjab,Bajra,566,Loamy,76,2807
8671,2014,Punjab,Rice,961,Alluvial,120,2912
8672,2013,Punjab,Rice,994,Loamy,146,3390
8673,2018,Punjab,Bajra,562,Loamy,87,2086
8674,2018,Punjab,Rice,856,Loamy,121,3120
8675,2003,Punjab,Bajra,560,Loamy,69,2134
8676,2006,Punjab,Rice,896,Loamy,167,3187
8677,2012,Punjab,Rice,880,Alluvial,133,2627
8678,2004,Punjab,Wheat,595,Loamy,174,3263
8679,2018,Punjab,Rice,812,Alluvial,113,3154
8680,2019,Punjab,Rice,830,Loamy,154,3351
8681,2015,Punjab,Wheat,490,Alluvial,123,3215
8682,2008,Punjab,Wheat,496,Alluvial,103,3033
8683,2002,Punjab,Rice,857,Alluvial,110,2980
8684,2007,Punjab,Wheat,469,Alluvial,129,3492
8685,2006,Punjab,Wheat,433,Loamy,150,3487
8686,2004,Punjab,Wheat,459,Alluvial,140,3251
8687,2012,Punjab,Bajra,508,Alluvial,58,1826
8688,2015,Punjab,Rice,835,Loamy,101,2910
8689,2008,Punjab,Wheat,628,Loamy,148,3428
8690,2005,Punjab,Bajra,344,Loamy,71,2020
8691,2009,Punjab,Wheat,617,Loamy,138,3619
8692,2007,Punjab,Rice,914,Loamy,137,2989
8693,2003,Punjab,Wheat,536,Loamy,139,3238
8694,2017,Punjab,Rice,817,Loamy,171,3355
8695,2000,Punjab,Wheat,536,Alluvial,162,3461
8696,2009,Punjab,Rice,869,Alluvial,142,2907
8697,2002,Punjab,Rice,836,Alluvial,113,2611
8698,2011,Punjab,Rice,847,Loamy,179,3055
8699,2002,Punjab,Wheat,518,Loamy,167,3708
8700,2005,Punjab,Bajra,562,Loamy,70,2586
8701,2009,Punjab,Rice,828,Loamy,144,2910
8702,2017,Punjab,Bajra,544,Loamy,55,2233
8703,2002,Punjab,Bajra,382,Loamy,73,2058
8704,2000,Punjab,Wheat,438,Loamy,173,3266
8705,2020,Punjab,Bajra,563,Alluvial,68,2138
8706,2020,Punjab,Wheat,438,Loamy,103,3698
8707,2002,Punjab,Bajra,473,Alluvial,71,1901
8708,2013,Punjab,Wheat,423,Loamy,115,3601
8709,2017,Punjab,Rice,922,Alluvial,107,2931
8710,2000,Punjab,Wheat,594,Loamy,173,3398
8711,2012,Punjab,Rice,894,Loamy,171,2928
8712,2004,Punjab,Bajra,380,Loamy,70,2538
8713,2019,Punjab,Bajra,568,Loamy,75,2754
8714,2014,Punjab,Bajra,599,Loamy,99,2163
8715,2006,Punjab,Wheat,579,Alluvial,103,3282
8716,2019,Punjab,Wheat,469,Loamy,126,3687
8717,2019,Punjab,Rice,955,Alluvial,142,3173
8718,2003,Punjab,Wheat,604,Loamy,167,3979
8719,2014,Punjab,Rice,990,Loamy,177,2991
8720,2003,Punjab,Bajra,371,Alluvial,68,2567
8721,2017,Punjab,Bajra,449,Loamy,58,2983
8722,2007,Punjab,Rice,916,Loamy,166,3312
8723,2003,Punjab,Rice,875,Loamy,159,2983
8724,2013,Punjab,Wheat,464,Alluvial,118,3490
8725,2002,Punjab,Wheat,626,Loamy,150,3077
8726,2005,Punjab,Wheat,510,Alluvial,151,3492
8727,2019,Punjab,Rice,806,Loamy,154,3452
8728,2007,Punjab,Wheat,608,Loamy,142,3922
8729,2001,Punjab,Wheat,689,Loamy,109,3582
8730,2005,Punjab,Bajra,421,Loamy,62,2591
8731,2003,Punjab,Wheat,539,Alluvial,155,3281
8732,2018,Punjab,Bajra,512,Loamy,74,2778
8733,2016,Punjab,Rice,921,Loamy,103,2852
8734,2015,Punjab,Bajra,524,Loamy,66,2207
8735,2009,Punjab,Rice,933,Loamy,107,2871
8736,2014,Punjab,Rice,955,Loamy,125,3424
8737,2005,Punjab,Wheat,671,Loamy,133,3577
8738,2015,Punjab,Bajra,501,Loamy,66,2425
8739,2009,Punjab,Rice,878,Loamy,176,2897
8740,2012,Punjab,Rice,1000,Loamy,114,3361
8741,2016,Punjab,Bajra,438,Loamy,54,2309
8742,2018,Punjab,Rice,902,Loamy,104,3195
8743,2017,Punjab,Wheat,545,Loamy,102,3494
8744,2015,Punjab,Rice,911,Loamy,162,3029
8745,2017,Punjab,Wheat,666,Loamy,167,3111
8746,2004,Punjab,Wheat,487,Loamy,176,3536
8747,2015,Punjab,Rice,865,Loamy,119,3012
8748,2013,Punjab,Rice,855,Loamy,148,2902
8749,2016,Punjab,Wheat,576,Loamy,161,3264
8750,2019,Punjab,Wheat,693,Alluvial,132,3194
8751,2001,Punjab,Bajra,555,Loamy,62,2582
8752,2015,Punjab,Rice,887,Alluvial,112,2775
8753,2002,Punjab,Wheat,468,Loamy,115,3109
8754,2016,Punjab,Wheat,535,Alluvial,156,2746
8755,2001,Punjab,Rice,983,Loamy,137,3012
8756,2005,Punjab,Wheat,668,Loamy,133,3675
8757,2011,Punjab,Rice,855,Loamy,180,3197
8758,2020,Punjab,Wheat,645,Alluvial,164,3349
8759,2011,Punjab,Wheat,570,Alluvial,128,2888
8760,2000,Punjab,Bajra,463,Loamy,76,2686
8761,2018,Punjab,Bajra,300,Alluvial,63,1866
8762,2008,Punjab,Wheat,536,Alluvial,107,2826
8763,2018,Punjab,Bajra,390,Loamy,95,2055
8764,2019,Punjab,Bajra,568,Alluvial,52,2378
8765,2001,Punjab,Rice,996,Loamy,123,2935
8766,2000,Punjab,Bajra,468,Loamy,97,2186
8767,2019,Punjab,Wheat,471,Loamy,158,3750
8768,2002,Punjab,Wheat,583,Alluvial,110,3110
8769,2009,Punjab,Rice,813,Alluvial,169,2693
8770,2006,Punjab,Wheat,695,Alluvial,129,3225
8771,2015,Punjab,Wheat,493,Alluvial,125,3121
8772,2005,Punjab,Rice,887,Loamy,108,3233
8773,2019,Punjab,Rice,867,Alluvial,143,2958
8774,2005,Punjab,Wheat,431,Alluvial,142,3350
8775,2013,Punjab,Bajra,456,Loamy,71,2038
8776,2016,Punjab,Rice,805,Alluvial,107,3195
8777,2005,Punjab,Bajra,336,Alluvial,96,2338
8778,2014,Punjab,Wheat,567,Alluvial,129,2743
8779,2005,Punjab,Rice,963,Alluvial,180,2668
8780,2017,Punjab,Wheat,683,Alluvial,150,3374
8781,2006,Punjab,Bajra,379,Loamy,64,2318
8782,2006,Punjab,Rice,864,Loamy,158,3370
8783,2001,Punjab,Bajra,575,Alluvial,68,2254
8784,2010,Punjab,Bajra,565,Alluvial,84,2278
8785,2010,Punjab,Bajra,305,Loamy,86,2221
8786,2000,Punjab,Bajra,500,Loamy,85,2446
8787,2012,Punjab,Bajra,523,Loamy,59,2446
8788,2009,Punjab,Wheat,647,Alluvial,129,2844
8789,2007,Punjab,Rice,993,Loamy,101,3375
8790,2011,Punjab,Wheat,589,Loamy,102,3671
8791,2002,Punjab,Bajra,592,Loamy,77,2058
8792,2000,Punjab,Rice,832,Loamy,126,3180
8793,2007,Punjab,Rice,961,Alluvial,114,2685
8794,2020,Punjab,Wheat,626,Loamy,100,3642
8795,2006,Punjab,Rice,844,Loamy,108,3260
8796,2017,Punjab,Bajra,534,Loamy,92,2266
8797,2009,Punjab,Bajra,411,Loamy,94,2040
8798,2020,Punjab,Bajra,520,Loamy,65,2924
8799,2007,Punjab,Wheat,552,Loamy,167,3701
8800,2018,Punjab,Wheat,448,Loamy,167,3536
8801,2010,Punjab,Wheat,698,Loamy,147,3231
8802,2018,Punjab,Rice,894,Loamy,169,3113
8803,2007,Punjab,Bajra,586,Loamy,66,2537
8804,2000,Punjab,Bajra,561,Loamy,87,2841
8805,2013,Punjab,Rice,985,Alluvial,116,2570
8806,2006,Punjab,Rice,816,Loamy,100,2863
8807,2007,Punjab,Bajra,423,Loamy,61,2284
8808,2011,Punjab,Wheat,513,Loamy,147,3182
8809,2003,Punjab,Bajra,519,Loamy,55,2827
8810,2004,Punjab,Wheat,501,Loamy,165,3419
8811,2006,Punjab,Bajra,455,Loamy,93,2008
8812,2003,Punjab,Rice,895,Loamy,143,3357
8813,2020,Punjab,Bajra,456,Alluvial,90,2235
8814,2000,Punjab,Rice,817,Alluvial,101,2524
8815,2000,Punjab,Wheat,411,Loamy,159,3804
8816,2011,Punjab,Rice,940,Loamy,176,3354
